User ID;Month;Macro Reason;Micro Reason;Financial Value (BRL);Cost Center
78CC9070;November;onboarding;App Download;4,25;OPS Driver
4991D329;December;payments;Campaign;35,73;OPS Driver
095DD2D4;July;general questions;App Navigation;9,7;OPS Driver
4F8D17DD;October;onboarding;App Download;7,13;OPS Driver
86C03FB2;September;card;Card Linking;4,68;OPS Driver
82497F0B;September;bugs;GPS Glitch;4,48;Product UX/UI
9DC8D562;October;onboarding;App Download;4,81;OPS Driver
D740143F;September;onboarding;ID Verification;2,74;OPS Driver
378BA7DC;October;payments;Campaign;86,88;OPS Driver
0C4BBC86;November;onboarding;First Ride Guide;3,41;OPS Driver
776DCE19;December;payments;Campaign;7,88;OPS Driver
C5E032A9;August;payments;Bugs;348,6;Product UX/UI
FB68E1D7;November;general questions;Referral Program;9,54;OPS Driver
45D4424C;December;payments;Campaign;117,78;OPS Driver
034511DF;November;onboarding;ID Verification;2,9;OPS Driver
59B6D7E4;July;bugs;App Crash;5,55;Product UX/UI
58393838;August;payments;Optimizer miscalculation;323,6;Product UX/UI
9711A2DB;November;payments;Campaign;39,06;OPS Driver
8AF3205E;December;onboarding;First Ride Guide;1,5;OPS Driver
583E300E;November;payments;Campaign;110,67;OPS Driver
BF37C6FA;December;payments;Not Validated PIN;119,98;Product UX/UI
7B3F7358;August;incentives;Promo Code Not Working;3,38;OPS Driver
D8E86BB0;December;card;Card Linking;7,52;OPS Driver
B1786884;December;payments;Car Wash (UAU);6,4;UAU
15EE2E03;October;onboarding;First Ride Guide;7,46;OPS Driver
A37690F8;December;feedbacks;Suggestion;2,07;OPS Driver
3203ADCA;September;payments;Bugs;84,96;Product UX/UI
247812E0;December;payments;Not Validated PIN;99,21;Product UX/UI
EA87BF77;December;payments;Campaign;323,85;OPS Driver
BF937F56;December;onboarding;First Ride Guide;7,42;OPS Driver
48A02B95;October;payments;Campaign;5,32;OPS Driver
FF96C890;August;others;Miscellaneous;5,55;OPS Driver
6C3366E0;October;general questions;Referral Program;1,22;OPS Driver
E11E4B4C;October;onboarding;App Download;0,9;OPS Driver
22911BBF;December;payments;Campaign;116,46;OPS Driver
EA9371D4;October;onboarding;App Download;5,8;OPS Driver
16938F7E;September;payments;Miscalculation of road toll;60,99;Product UX/UI
8CD7E3AB;August;incentives;Bonus Eligibility;3,82;OPS Driver
4933D123;December;payments;Campaign;37,5;OPS Driver
3580649D;August;onboarding;ID Verification;2,47;OPS Driver
2328D495;November;onboarding;App Download;7,15;OPS Driver
69D4ECCE;October;onboarding;ID Verification;3,57;OPS Driver
F7E959EF;December;payments;Campaign;12,58;OPS Driver
ACB919E3;August;incentives;Promo Code Not Working;7,73;OPS Driver
F2BE53AF;July;card;Expired Card;5,67;OPS Driver
4BD2091A;September;onboarding;ID Verification;9,5;OPS Driver
8A4FE6D1;September;onboarding;First Ride Guide;6,69;OPS Driver
3C0DC49C;December;payments;Car Wash (UAU);59,04;UAU
C1E8429C;December;payments;Campaign;24,25;OPS Driver
825F67CD;October;payments;Optimizer miscalculation;32,84;Product UX/UI
8A645DFA;December;payments;Others;181,96;OPS Driver
F65D8110;August;general questions;App Navigation;2,88;OPS Driver
86EC6407;November;payments;Campaign;2,15;OPS Driver
E89BD74B;August;card;Expired Card;2,01;OPS Driver
8AE7F54C;December;payments;Campaign;7,16;OPS Driver
F61C9C53;November;payments;Campaign;104,34;OPS Driver
2B5F54DF;July;payments;Optimizer miscalculation;56,21;Product UX/UI
0BF1E8D6;October;others;Miscellaneous;2,04;OPS Driver
26CC3F72;December;payments;Campaign;117,98;OPS Driver
B2F4D4B4;December;payments;Others;114,95;OPS Driver
F1B0EE19;November;onboarding;First Ride Guide;1,15;OPS Driver
9A43F5F7;December;others;Miscellaneous;7,99;OPS Driver
D7E862DF;November;payments;Bugs;109,62;Product UX/UI
E0D9BD0C;October;onboarding;ID Verification;5,96;OPS Driver
FDA69B69;December;feedbacks;Suggestion;2,16;OPS Driver
3ADEBB4A;November;payments;Campaign;157,7;OPS Driver
E560CEFD;September;onboarding;First Ride Guide;3,04;OPS Driver
56348D25;August;onboarding;First Ride Guide;1,36;OPS Driver
26B1CAB4;October;general questions;App Navigation;8,55;OPS Driver
2535BAA7;December;payments;Campaign;54,98;OPS Driver
CDDE2BBB;October;incentives;Bonus Eligibility;1,53;OPS Driver
3FB742BA;October;onboarding;ID Verification;3,96;OPS Driver
51614153;July;card;Card Linking;2,4;OPS Driver
A172DDF8;August;general questions;Referral Program;8,78;OPS Driver
6852CE41;July;onboarding;First Ride Guide;9,92;OPS Driver
A34D098B;August;onboarding;App Download;1,82;OPS Driver
619150D0;July;general questions;App Navigation;8,79;OPS Driver
2B32C52A;December;payments;Campaign;48,23;OPS Driver
B379DE2F;December;onboarding;First Ride Guide;1,88;OPS Driver
F7B43BBA;September;onboarding;ID Verification;8,16;OPS Driver
7130F0DE;September;payments;Campaign;15,72;OPS Driver
0C6E0118;November;onboarding;First Ride Guide;9,06;OPS Driver
3A2C0AAA;July;bugs;App Crash;6,09;Product UX/UI
3C44894C;September;general questions;App Navigation;8,9;OPS Driver
5A50B8F4;December;general questions;App Navigation;4,88;OPS Driver
4FD5CCD1;September;payments;Bugs;55,16;Product UX/UI
7BB441AE;July;onboarding;ID Verification;1,22;OPS Driver
948A992D;December;incentives;Bonus Eligibility;1,11;OPS Driver
2AE82884;December;bugs;GPS Glitch;3,45;Product UX/UI
786F7904;November;general questions;App Navigation;8,07;OPS Driver
A0E29E5E;August;onboarding;ID Verification;6,91;OPS Driver
F1B4434F;December;payments;Campaign;5,13;OPS Driver
1169B638;September;onboarding;First Ride Guide;1,78;OPS Driver
6E696DCB;December;general questions;Terms of Service;9,21;OPS Driver
9700DB92;October;payments;Campaign;342,34;OPS Driver
07ADDFDB;July;general questions;Referral Program;2,99;OPS Driver
8E70DC4B;July;incentives;Promo Code Not Working;5,17;OPS Driver
4D1D7FF2;November;others;Miscellaneous;5,26;OPS Driver
F3E0AAD9;November;card;Card Linking;2,63;OPS Driver
A4CB0CA7;December;payments;Others;1,08;OPS Driver
3D05BBA2;September;onboarding;App Download;7,58;OPS Driver
44BCA2A7;December;payments;Campaign;17,5;OPS Driver
40D0E1C9;September;onboarding;App Download;4,41;OPS Driver
4FE93C16;August;incentives;Bonus Eligibility;8,9;OPS Driver
990D405D;December;payments;Campaign;99,08;OPS Driver
AE353681;December;payments;Campaign;1,4;OPS Driver
432896E9;November;feedbacks;Suggestion;4,14;OPS Driver
0F58AA17;November;payments;Campaign;89,59;OPS Driver
62EAC862;December;payments;Bugs;91,72;Product UX/UI
E437ADCA;December;payments;Campaign;52,67;OPS Driver
2DD9D1E3;December;payments;Campaign;231,99;OPS Driver
DE217F00;September;feedbacks;Driver Compliment;5,62;OPS Driver
CA868B0C;December;payments;Bugs;181,78;Product UX/UI
6032A79A;August;payments;Ride cancellation (CSI Only);49,3;CSI
14096B2C;August;onboarding;First Ride Guide;7,14;OPS Driver
E6465EB9;August;onboarding;ID Verification;6,41;OPS Driver
0195EE9B;July;general questions;Referral Program;7,94;OPS Driver
34A19A38;November;payments;Campaign;53,84;OPS Driver
208A6F60;October;onboarding;App Download;5,21;OPS Driver
18516DF3;December;payments;Bugs;268,09;Product UX/UI
07527DE7;December;payments;Campaign;51,88;OPS Driver
901AEC2A;December;payments;Campaign;55,76;OPS Driver
3160D779;September;onboarding;First Ride Guide;3,68;OPS Driver
DCE1AB67;October;payments;Not Validated PIN;104,65;Product UX/UI
16A29814;July;general questions;Referral Program;7,45;OPS Driver
79E54FD2;December;payments;Campaign;32,52;OPS Driver
BD624D73;August;onboarding;First Ride Guide;6,09;OPS Driver
5EB49934;October;payments;Campaign;170,61;OPS Driver
FBE5430F;December;payments;Campaign;303,45;OPS Driver
472B1E5C;October;payments;Bugs;93,46;Product UX/UI
D2C5D226;November;feedbacks;Suggestion;1,65;OPS Driver
DD6AEB0C;November;general questions;Terms of Service;9,02;OPS Driver
72C60C80;December;payments;Campaign;82,88;OPS Driver
2E11BD8C;November;payments;Campaign;48,78;OPS Driver
72560063;July;card;Card Linking;6,83;OPS Driver
FAE120DD;December;onboarding;ID Verification;0,62;OPS Driver
8CA1E2CC;October;onboarding;App Download;7,12;OPS Driver
64DAA1F0;November;onboarding;First Ride Guide;1,09;OPS Driver
95DCB979;November;payments;Car Wash (UAU);107,61;UAU
45791A19;November;others;Miscellaneous;9,7;OPS Driver
0B81F0C2;December;payments;Campaign;107,86;OPS Driver
4D8FDE77;October;card;Expired Card;8,9;OPS Driver
097DC5BC;October;bugs;App Crash;5,86;Product UX/UI
9BA75E89;August;card;Expired Card;3,38;OPS Driver
E20F9981;December;payments;Optimizer miscalculation;2,18;Product UX/UI
A63AD702;July;feedbacks;Suggestion;8,66;OPS Driver
7DBDA663;September;onboarding;ID Verification;4,0;OPS Driver
7D802605;July;payments;Campaign;58,74;OPS Driver
3B0074EF;December;payments;Campaign;54,35;OPS Driver
1E6C38A6;September;payments;Campaign;58,67;OPS Driver
DC8C2F46;July;incentives;Bonus Eligibility;1,36;OPS Driver
87BC757A;November;onboarding;First Ride Guide;3,31;OPS Driver
4749B64D;October;onboarding;ID Verification;2,12;OPS Driver
C35C6B32;August;feedbacks;Driver Compliment;9,17;OPS Driver
AA62189D;September;payments;Not Validated PIN;51,98;Product UX/UI
EECC96DE;September;general questions;Referral Program;6,97;OPS Driver
C79C3B86;December;payments;Campaign;34,32;OPS Driver
DD715503;September;onboarding;ID Verification;6,45;OPS Driver
E79BD971;September;payments;Others;43,99;OPS Driver
9F84D31D;October;card;Card Linking;1,63;OPS Driver
9F4235D7;December;payments;Campaign;128,64;OPS Driver
4C1207D7;November;payments;Campaign;69,9;OPS Driver
B6A960BE;September;onboarding;First Ride Guide;2,19;OPS Driver
D16D3E36;October;general questions;App Navigation;2,75;OPS Driver
2D0ABF12;October;onboarding;First Ride Guide;4,1;OPS Driver
CE9EFAFD;July;general questions;Terms of Service;8,45;OPS Driver
B4DCFC42;September;bugs;GPS Glitch;8,99;Product UX/UI
A548FF08;September;onboarding;App Download;6,67;OPS Driver
B116790B;November;general questions;Referral Program;3,74;OPS Driver
78EDEFE8;September;card;Expired Card;7,78;OPS Driver
E97F527F;December;payments;Campaign;28,75;OPS Driver
9BFA8B99;July;others;Miscellaneous;9,51;OPS Driver
10A888E0;December;payments;Campaign;28,82;OPS Driver
486B126B;August;onboarding;App Download;1,18;OPS Driver
A295763C;September;incentives;Promo Code Not Working;6,91;OPS Driver
0147E5C5;November;payments;Car Wash (UAU);82,59;UAU
53538896;December;payments;Campaign;117,27;OPS Driver
D410D4DC;October;general questions;Referral Program;0,94;OPS Driver
35076211;November;incentives;Bonus Eligibility;0,96;OPS Driver
EF531C6B;November;onboarding;ID Verification;7,74;OPS Driver
2A8BBB81;November;others;Miscellaneous;2,1;OPS Driver
B18F9FC4;August;feedbacks;Suggestion;5,49;OPS Driver
02538BF2;August;incentives;Promo Code Not Working;8,03;OPS Driver
A1FDBA21;September;feedbacks;Suggestion;1,18;OPS Driver
4B23486F;July;onboarding;App Download;9,84;OPS Driver
F7F5DABC;November;payments;Optimizer miscalculation;54,3;Product UX/UI
4BA5361C;December;general questions;Referral Program;8,37;OPS Driver
4B8F0458;July;others;Miscellaneous;3,69;OPS Driver
F59950C8;September;general questions;App Navigation;2,15;OPS Driver
4E631388;October;onboarding;App Download;1,88;OPS Driver
8D5C45C4;November;feedbacks;Driver Compliment;5,3;OPS Driver
26743F94;August;payments;Campaign;66,49;OPS Driver
E933A0BD;October;payments;Campaign;327,02;OPS Driver
D4697320;December;others;Miscellaneous;2,42;OPS Driver
C5401FD9;August;card;Card Linking;5,92;OPS Driver
2F28EA7A;July;onboarding;First Ride Guide;5,42;OPS Driver
D5537C82;September;general questions;Referral Program;6,39;OPS Driver
A3D78286;November;feedbacks;Suggestion;8,35;OPS Driver
423B68B4;July;general questions;Terms of Service;8,1;OPS Driver
0EF40698;August;onboarding;First Ride Guide;2,62;OPS Driver
57ACDF7E;December;payments;Campaign;253,67;OPS Driver
7B824AE5;December;payments;Campaign;53,34;OPS Driver
5092EF0C;August;payments;Optimizer miscalculation;1,23;Product UX/UI
10F41C23;August;incentives;Bonus Eligibility;3,94;OPS Driver
13A49ACF;November;incentives;Bonus Eligibility;6,37;OPS Driver
3C808857;August;general questions;Referral Program;4,73;OPS Driver
8DE42AC1;September;onboarding;App Download;1,1;OPS Driver
57C1249D;November;general questions;Referral Program;4,33;OPS Driver
18984091;September;card;Expired Card;7,95;OPS Driver
486E7853;November;onboarding;ID Verification;5,4;OPS Driver
47A6DCAD;December;payments;Campaign;36,26;OPS Driver
3C384C21;December;card;Expired Card;3,97;OPS Driver
C93E8D81;September;payments;Others;53,02;OPS Driver
7CCD33B1;September;onboarding;First Ride Guide;7,58;OPS Driver
B666D82D;July;card;Card Linking;8,71;OPS Driver
F247E6DC;December;payments;Car Wash (UAU);93,22;UAU
2E2CD8C7;December;payments;Campaign;78,71;OPS Driver
32CBC3F3;November;payments;Bugs;35,62;Product UX/UI
F26A1FA2;September;onboarding;ID Verification;5,56;OPS Driver
446412A8;September;payments;Campaign;64,33;OPS Driver
4ED3FA73;October;onboarding;App Download;5,28;OPS Driver
6D25BDA3;December;payments;Campaign;232,32;OPS Driver
C8BF7560;August;incentives;Promo Code Not Working;9,62;OPS Driver
596760EC;December;bugs;GPS Glitch;2,45;Product UX/UI
E9C3ED26;December;payments;Campaign;215,13;OPS Driver
804F243E;September;card;Card Linking;5,54;OPS Driver
1E60BC28;December;payments;Campaign;67,65;OPS Driver
0A8153B6;September;general questions;Referral Program;6,62;OPS Driver
3F9E4207;October;onboarding;First Ride Guide;8,16;OPS Driver
7BA81CA2;August;feedbacks;Suggestion;7,48;OPS Driver
DBA33325;November;general questions;App Navigation;6,08;OPS Driver
746F4260;December;onboarding;ID Verification;6,75;OPS Driver
F5C09B61;October;feedbacks;Driver Compliment;5,07;OPS Driver
3278B421;July;onboarding;ID Verification;0,26;OPS Driver
22DD6B2F;July;onboarding;App Download;7,75;OPS Driver
5977C490;September;bugs;App Crash;0,28;Product UX/UI
F1DD77A0;August;bugs;App Crash;9,17;Product UX/UI
94580381;December;payments;Campaign;39,77;OPS Driver
91C12A3D;July;payments;Bugs;23,56;Product UX/UI
FDBF14AA;August;card;Card Linking;5,08;OPS Driver
0D18601B;July;payments;Bugs;17,85;Product UX/UI
732ABD5C;December;payments;Campaign;120,93;OPS Driver
50FB2BF5;August;others;Miscellaneous;9,64;OPS Driver
202CCCD1;July;onboarding;ID Verification;8,74;OPS Driver
E251266F;November;incentives;Bonus Eligibility;3,23;OPS Driver
DA3DD0D5;October;others;Miscellaneous;2,63;OPS Driver
E0246469;December;payments;Campaign;120,95;OPS Driver
F03CC14F;September;onboarding;App Download;1,62;OPS Driver
A734FF19;November;payments;Campaign;116,38;OPS Driver
8FB84FAC;November;onboarding;ID Verification;8,81;OPS Driver
A30AE33C;October;payments;Car Wash (UAU);76,04;UAU
49C90ED6;August;card;Card Linking;6,79;OPS Driver
8A52E074;December;payments;Campaign;357,48;OPS Driver
234935F7;August;onboarding;First Ride Guide;9,64;OPS Driver
162DEF0E;October;payments;Campaign;58,65;OPS Driver
3D32E45D;September;onboarding;ID Verification;9,49;OPS Driver
81818D9F;October;card;Card Linking;4,38;OPS Driver
F7621463;September;onboarding;First Ride Guide;6,53;OPS Driver
2227B415;July;incentives;Bonus Eligibility;9,44;OPS Driver
36A071CB;December;onboarding;ID Verification;4,82;OPS Driver
4C907D6F;December;payments;Campaign;101,79;OPS Driver
E0B2CB1D;August;incentives;Bonus Eligibility;9,59;OPS Driver
3A687629;August;payments;Improper collection of ride tax;27,38;Product UX/UI
E4CDD8D3;November;payments;Campaign;88,3;OPS Driver
9438F89A;December;general questions;Terms of Service;3,86;OPS Driver
9A99DE41;November;onboarding;App Download;2,17;OPS Driver
ED595DF3;November;bugs;App Crash;5,1;Product UX/UI
D121E782;August;onboarding;App Download;1,24;OPS Driver
49396B7C;November;general questions;Terms of Service;9,2;OPS Driver
1D2CC385;October;payments;Miscalculation of road toll;100,45;Product UX/UI
8CB6CC38;August;onboarding;App Download;0,23;OPS Driver
907F5C85;October;onboarding;First Ride Guide;4,52;OPS Driver
F6B2A476;October;general questions;App Navigation;8,7;OPS Driver
6F1E0F80;September;payments;Others;105,5;OPS Driver
244D5231;October;card;Expired Card;6,25;OPS Driver
E6D0DE0F;December;bugs;GPS Glitch;0,23;Product UX/UI
36110AAC;December;payments;Campaign;35,29;OPS Driver
BC2B3CE9;August;card;Card Linking;9,87;OPS Driver
8F85D67E;December;bugs;App Crash;1,81;Product UX/UI
E6FA73EF;October;incentives;Bonus Eligibility;5,37;OPS Driver
F7580D63;July;card;Expired Card;6,01;OPS Driver
32396587;December;onboarding;First Ride Guide;4,1;OPS Driver
604970E3;September;bugs;App Crash;4,93;Product UX/UI
2CACD4ED;October;onboarding;App Download;0,36;OPS Driver
B34CFD32;August;incentives;Bonus Eligibility;0,3;OPS Driver
10EA230F;September;general questions;App Navigation;6,18;OPS Driver
6C0956F9;November;payments;Bugs;146,18;Product UX/UI
30995795;August;general questions;Referral Program;0,9;OPS Driver
7A9B40D4;December;card;Expired Card;2,72;OPS Driver
2581FEE8;November;general questions;App Navigation;8,91;OPS Driver
57EAF389;December;payments;Campaign;61,2;OPS Driver
A484E753;September;onboarding;First Ride Guide;7,27;OPS Driver
0DEF3767;December;others;Miscellaneous;9,29;OPS Driver
7B61498F;July;general questions;Terms of Service;8,33;OPS Driver
8EA199AA;November;others;Miscellaneous;3,3;OPS Driver
741FAB67;November;payments;Car Wash (UAU);6,27;UAU
B2E34309;November;payments;Campaign;374,44;OPS Driver
E557B9BB;October;onboarding;ID Verification;8,86;OPS Driver
